,sample,header,label,name,replicon,resistance,circular,cov,len,genes,ARR-3,Col(BS512),Col(KPHS6),Col(MG828),Col(MGD2),Col156,Col8282,ColRNAI,IncB/O/K/Z,IncFIA,IncFIB(AP001918),IncFIB(pHCM2),IncFIB(pKPHS1),IncFIC(FII),IncFII,IncFII(29),IncFII(pRSB107),IncI1,IncN,IncQ1,IncR,IncX1,IncX3,IncX4,aac(3)-IIa,aac(3)-IId,aac(6')-Ib-cr,aadA5,aadA8b,ant(3'')-Ia,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaCMY-42,blaCTX-M-1,blaCTX-M-14,blaCTX-M-14b,blaCTX-M-15,blaCTX-M-27,blaCTX-M-8,blaOXA-1,blaTEM-15,blaTEM-1B,catA1,catB3,cmlA1,dfrA1,dfrA12,dfrA14,dfrA17,erm(B),lnu(F),mdf(A),mef(B),mph(A),p0111,sul1,sul2,sul3,tet(34),tet(A),tet(B),tet(D)
32,ESBL06,32 length=415 depth=0.83x,misc,M_25,False,False,False,0.83,415,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ESBL06,33 length=415 depth=0.71x,misc,M_26,False,False,False,0.71,415,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,ESBL06,34 length=403 depth=1.96x,misc,M_27,False,False,False,1.96,403,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ESBL06,35 length=322 depth=0.77x,misc,M_28,False,False,False,0.77,322,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,ESBL06,36 length=322 depth=1.59x,misc,M_29,False,False,False,1.59,322,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ESBL06,37 length=315 depth=2.07x,misc,M_30,False,False,False,2.07,315,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,ESBL06,38 length=260 depth=2.69x,misc,M_31,False,False,False,2.69,260,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,ESBL06,39 length=202 depth=2.14x,misc,M_32,False,False,False,2.14,202,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,ESBL06,40 length=189 depth=1.83x,misc,M_33,False,False,False,1.83,189,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,ESBL06,41 length=155 depth=1.07x,misc,M_34,False,False,False,1.07,155,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,ESBL06,42 length=117 depth=0.83x,misc,M_35,False,False,False,0.83,117,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,ESBL06,43 length=117 depth=0.71x,misc,M_36,False,False,False,0.71,117,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,ESBL06,4 length=110651 depth=0.75x circular=true,plasmid,P_0,True,False,True,0.75,110651,['IncFIB(pKPHS1)'],,,,,,,,,,,,,110532..110651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL06,5 length=90577 depth=1.27x circular=true,plasmid,P_1,True,True,True,1.27,90577,"['blaCTX-M-1', 'IncI1']",,,,,,,,,,,,,,,,,,90366..90507,,,,,,,,,,,,,,,,,84206..85081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ESBL06,6 length=51993 depth=0.72x circular=true,plasmid,P_2,True,True,True,0.72,51993,"['IncX1', ""ant(3'')-Ia"", 'IncX3', 'lnu(F)', 'blaTEM-1B']",,,,,,,,,,,,,,,,,,,,,,1728..2101,1..233,,,,,,,20933..21744,,,,,,,,,,,,,14813..15673,,,,,,,,,19980..20801,,,,,,,,,,,
7,ESBL06,7 length=32546 depth=1.17x,plasmid,P_3,True,True,False,1.17,32546,"['mef(B)', 'IncR', 'aadA8b', ""ant(3'')-Ia"", 'dfrA12', 'sul3', 'cmlA1', 'IncN']",,,,,,,,,,,,,,,,,,,2627..2764,,10704..10954,,,,,,,,25759..26550,23354..24155,,,,,,,,,,,,,,,,24238..25497,,26958..27455,,,,,,18858..19120,,,,,20881..21672,,,,
1,ESBL07,1 length=2700277 depth=1.00x,chromosome,C_0,False,True,False,1.00,2700277,"['blaCTX-M-15', 'aac(3)-IIa', 'catB3', 'blaOXA-1', ""aac(6')-Ib-cr""]",,,,,,,,,,,,,,,,,,,,,,,,,1049195..1050055,,1052459..1053058,,,,,,,,,,,970856..971731,,,1051498..1052328,,,,1050916..1051360,,,,,,,,,,,,,,,,,,
2,ESBL07,2 length=2552503 depth=1.07x,chromosome,C_1,False,True,False,1.07,2552503,['mdf(A)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594881..596113,,,,,,,,,,
3,ESBL07,3 length=203359 depth=0.98x,plasmid,P_0,True,True,False,0.98,203359,"['tet(B)', 'IncFIB(AP001918)', 'IncFIA', 'IncFIC(FII)']",,,,,,,,,,45242..45625,58344..59025,,,191962..192259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160837..162042,
4,ESBL07,4 length=2269 depth=0.27x,misc,M_0,False,False,False,0.27,2269,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,ESBL07,5 length=1267 depth=0.41x,misc,M_1,False,False,False,0.41,1267,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
